,CN,CE,VVAA,VEAA,EVAA,EEAA,JC,RWR-0.15,WK2,WK3
0,-1.7602931032896556,2.772206645660617,3.24333078911474,0.5846485180682077,15.787316771505536,9.83423197264251,1.5376125111358103,0.15067025768346765,-1.8718078328969585,-5.085427810456546
1,-1.819669809277654,3.492818454437722,3.2271817413924806,0.637981640715502,16.79670950360731,10.064032416725619,1.3004342562714557,0.2271983201055833,-2.4944654720074886,-5.471713922849071
2,-1.8548487613716342,3.700332093697147,3.417522385238459,0.5508963567338037,16.625875028805268,10.343081296448005,1.2812497004291323,0.22307572505179896,-2.0350807612033783,-4.963436121917202
3,-2.0984033383964444,3.4161574130084715,3.3717368946948185,0.7321406300421925,15.384251391431443,11.394472556372294,1.4169606401709502,0.25081458900119646,-2.1477176288534348,-5.042595268167945
4,-1.8984661772162146,3.5844028012807483,3.1202558854315745,0.418616562980224,15.819489850681771,11.212041544660044,1.7014593087335388,0.15363350328760167,-1.2947166752526282,-3.6478588975904636
5,-2.2243297722867874,3.3296461070604257,3.3753313619992076,0.8520092768171107,15.976758737697747,10.282942707413165,1.54047565546657,0.15974993258142006,-2.5099802989557234,-5.5789927365094245
6,-1.6240482708372372,4.122301782589881,2.9674133436405397,0.3385406057101265,16.19362606200138,12.173523543424142,1.3849072978908072,0.19955108690251194,-1.6368233737452678,-4.255894556833262
7,-1.4648396893378544,2.9927124289844036,2.75246459535648,0.3627923203630739,15.946939687176235,9.750735515565804,1.208152920767174,0.2833122675809081,-2.1729058500850362,-5.236126975414317
8,-1.7854489758011873,3.541667449928274,3.1007857671647985,0.6089076807769811,15.835627084772131,10.864172931209033,1.754148683995434,0.042892941576030914,-1.852043310516708,-4.540270765665847
9,-1.9084318485437521,3.141498366314408,2.9716988488422342,0.9035430375498867,16.53968070498807,9.259039336820988,1.3540181432546075,0.12603193270643054,-2.1149866730971274,-5.559961050115264
