,2,3,4,5,6,7,8,9,10,11+,all
0,0.3468390546578197,0.5528856127926275,0.6822441539804183,0.760436399959479,0.802216778940803,0.8401427038477081,0.8533084589297774,0.8680636528933743,0.8892063492063492,0.8379694440705343,0.7352742750974659
1,0.3468390546578197,0.5528856127926275,0.6822441539804183,0.760436399959479,0.802216778940803,0.8401427038477081,0.8533084589297774,0.8680636528933743,0.8892063492063492,0.8379694440705343,0.7352742750974659
2,0.40821105789028805,0.5429720483938256,0.6869303693818981,0.760436399959479,0.8143973022851467,0.8323173348941566,0.8475941732154917,0.8601271449568664,0.819047619047619,0.8314690178130748,0.7391744334795322
3,0.3672963890686425,0.5495810913263602,0.6838062257809115,0.7604363999594789,0.8062769533889176,0.8375342475298576,0.8514036970250155,0.8654181502478716,0.8658201058201058,0.8358026353180478,0.7365743278914879
4,0.38905269687146193,0.5508316975166327,0.6869820289453747,0.769325288848368,0.8050045129113327,0.8267440110372506,0.8411425603122659,0.8498818347115561,0.9034920634920635,0.8463027774038677,0.7387822855750488
5,0.37164765062920635,0.5498312125644148,0.6844413864138043,0.7622141777372567,0.8060224652934005,0.8353762002313362,0.8493514696824656,0.8623108871406086,0.8733544973544973,0.8379026637352117,0.7370159194282001
6,0.34218789186712206,0.5403053817271589,0.6822441539804183,0.7556744951975742,0.8093055881801499,0.849238889585685,0.8461611938526385,0.8492282399403143,0.866984126984127,0.8636940817516937,0.7348836500974658
7,0.3674391136631943,0.5484703795876639,0.6841274960661777,0.761279937374445,0.8064914828486505,0.8373565844248146,0.8488957159924903,0.8604419375405665,0.8724444444444444,0.8415871520232806,0.7367113095238095
8,0.34218789186712206,0.5429720483938256,0.6822441539804183,0.7580554475785266,0.8039501288935746,0.8309989269339576,0.8489606328428208,0.856299393760694,0.8492063492063492,0.8497341499528872,0.7352742750974659
9,0.3646334223525196,0.5478594538994597,0.6839182358344267,0.7609216607304541,0.8062091101869754,0.8366501780369416,0.8489029289758603,0.8599816548983585,0.8698624338624338,0.8424923740154591,0.7365516390319935
10,0.34619555401431906,0.5454110727840696,0.6842243520002202,0.7581135195878183,0.8039501288935746,0.8321100380450688,0.847138152377984,0.8514691362988577,0.8812698412698412,0.8549984295777808,0.7368314449317739
11,0.3629572525035923,0.5476368737980605,0.6839460645767717,0.7606663751720326,0.8060037482512118,0.8362374380376806,0.8487424947396897,0.8592077895711312,0.8708994708994708,0.8436292881574885,0.7365770759319736
12,0.37552122520045533,0.5427444061174029,0.6822441539804183,0.7556985249945226,0.8096111029606208,0.8422827738060399,0.859022744644063,0.847208484669785,0.8492063492063492,0.8463027774038677,0.7352727521929825
13,0.36392371194181256,0.5472605301303176,0.6838151483770522,0.7602842328506857,0.8062812370750125,0.836702463866016,0.8495332831938722,0.8582847661171815,0.8692307692307691,0.8438349411764408,0.7364767433366666
14,0.384069308167143,0.5427444061174029,0.689369393772142,0.7551142711079384,0.8068913053641629,0.8464611118079073,0.8515941732154916,0.8360973735586738,0.8412698412698413,0.8636940817516937,0.7341024000974659
15,0.3652667516901679,0.5469594551961233,0.6841854314033914,0.7599395687345025,0.8063219082942893,0.8373530403954754,0.8496706758619802,0.8568056066132811,0.8673667073667074,0.8451588838814577,0.7363184537873866
16,0.34619555401431906,0.5429720483938256,0.6842243520002202,0.7482177193838006,0.8068913053641629,0.8349204955614086,0.8317095809494127,0.8354437787874319,0.8892063492063492,0.8754587876340467,0.7360555250974659
17,0.36414491653276504,0.5467249018548117,0.6841877208502636,0.7592500481844613,0.8063554022395759,0.8372099495228833,0.8486141408671233,0.8555490285058782,0.868651392180804,0.8469412311610217,0.7363029873938619
18,0.3509574587762238,0.5476224548978907,0.6844913449916542,0.7628173523404316,0.8034232352389733,0.8525395431804563,0.8607787053733758,0.8492282399403143,0.8812698412698412,0.8655247453672544,0.7364461500974658
mean,0.3634508398087365,0.546772141488658,0.6842037010682316,0.7594378010347754,0.8062010776605969,0.8380167702417028,0.8492543811042946,0.8552163554234801,0.869315521080227,0.8479193108560866,0.7363105222729989
