,2,3,4,5,6+,all
0,0.2410630580908661,0.4947820068151394,0.6185854758447343,0.6979779141766866,,0.4683720930232558
1,0.23919710226451424,0.4879279238164781,0.6099771133409445,0.7128790769673843,,0.46637430786267997
2,0.2532996663670784,0.5056153401484726,0.632361281362774,0.691576751385989,,0.4696810631229236
3,0.24619126321907125,0.48991420226359983,0.621405684769516,0.699576751385989,,0.4663632336655593
4,0.24817146123887324,0.49880309115248866,0.6211708511100248,0.7198414572683418,,0.4623720930232558
5,0.25516562219343025,0.5051035962029939,0.5964604449576576,0.6962279141766866,,0.46437430786267997
6,0.26264486662136954,0.48552026286966055,0.6241421032805823,0.699576751385989,,0.45770764119601337
7,0.26099197405938607,0.4897753133747109,0.6340939653784277,0.7117091043271654,,0.4756987818383167
8,0.24763109251668633,0.4854697578191554,0.6297264867745284,0.699576751385989,,0.472343300110742
9,0.24047915354656552,0.5192556589996349,0.6277280505914604,0.7120767513859889,,0.46770321151716504
