,2,3,4,5,6+,all
0,0.35413819212188774,0.8200595238095238,0.959448532111454,0.9951288431441444,1.0,0.893660294605105
1,0.3457575130962228,0.6014941077441077,0.9660835426183165,0.9920300425960379,1.0,0.8893372838501815
2,0.3591041597291597,0.5190180421430421,0.9678037040389723,0.9939845794946285,1.0,0.8937821821743797
3,0.3683140671727628,0.8303521825396825,0.9669312176759748,0.995064560080389,1.0,0.8908871147263596
4,0.36120835410881175,0.5843943903318903,0.9478099333991648,0.9946246354275272,1.0,0.8916246053008152
5,0.36729509379509384,0.5860168650793651,0.9629731231578263,0.993403868907335,1.0,0.8942262904158824
6,0.3399185305435305,0.8525992063492064,0.9615282399832813,0.9952000745697978,1.0,0.894494482373576
7,0.348141482559586,0.9265674603174602,0.9498088318228584,0.9950244428197715,1.0,0.89061844613638
8,0.39974074074074073,0.8298544973544972,0.939541201081612,0.9930600864938395,1.0,0.889101914708483
9,0.3372026353276353,0.5897484864672364,0.9702330706844922,0.9928633561901636,1.0,0.894191311943553
