,2,3,4,5,6+,all
0,0.35515277777777776,0.7675595238095239,0.8779097720178676,0.9944444444444445,0.9843939393939394,0.8023422118948635
1,0.33090672348484845,0.6305555555555555,0.8897609670078206,0.9848512407444368,0.9896103896103895,0.7936551568584098
2,0.3332999164578112,0.5318452380952381,0.9056225085790561,0.990416097308614,0.9844155844155844,0.804278685297765
3,0.31560959873459876,0.7197916666666667,0.8803375235296255,0.9882735461144769,0.984090909090909,0.7958752472962077
4,0.3090948634698635,0.6916666666666667,0.8721284436387411,0.9888317395923887,0.9878787878787879,0.796987814651998
5,0.3808653846153846,0.48591269841269846,0.8726667586030468,0.9885797973510393,0.9974025974025974,0.8026069368907891
6,0.3526190476190476,0.5375,0.8906823225401601,0.9947454844006568,0.9939393939393939,0.8065389517313717
7,0.3779304029304029,0.6814814814814815,0.8677202701707104,0.9901284265199509,0.9753246753246753,0.8032265738374079
8,0.36851973684210526,0.688888888888889,0.8797400053498861,0.9857664414763805,0.9878787878787879,0.795571984322726
9,0.3712202380952381,0.6798611111111111,0.8713029952783788,0.9883696122705411,0.9863636363636363,0.8002747587144284
