,2,3,4,5,6+,all
0,0.255803454866746,0.41365196078431377,0.5592346809051614,0.6994012303485988,0.813780529755762,0.5039999999999999
1,0.251803454866746,0.4027696078431372,0.5598194762267988,0.7194012303485988,0.7875399282520025,0.5142857142857143
2,0.27727180929712575,0.40865196078431376,0.5914569031273837,0.7084921394395078,0.7981915573246843,0.5051428571428571
3,0.27927180929712575,0.4211519607843138,0.5892346809051615,0.7244921394395079,0.8078908054449849,0.5165714285714287
4,0.265803454866746,0.41817577030812325,0.5487083651156878,0.7234012303485986,0.8130787753697971,0.5154285714285713
5,0.259803454866746,0.427937675070028,0.5703457920162724,0.7194012303485988,0.8247329107081429,0.5062857142857142
6,0.257568105593422,0.41365196078431377,0.5787083651156877,0.7084921394395078,0.8271138630890953,0.5177142857142857
7,0.265803454866746,0.4184138655462185,0.5487083651156878,0.7364921394395079,0.8401464445427294,0.5051428571428571
8,0.261803454866746,0.40865196078431376,0.5481235697940503,0.6994012303485988,0.8247329107081429,0.504
9,0.265803454866746,0.4077696078431372,0.5803457920162725,0.7084921394395078,0.831048700181827,0.5108571428571429
