,2,3,4,5,6+,all
0,0.6177652050657672,0.6670650569185841,0.7538651239429272,0.7051369047619047,0.654678243162615,0.6526008163265307
1,0.6171142617044605,0.6488214643224526,0.7305921508993591,0.7062428098217571,0.6664219543114149,0.6484212244897959
2,0.6326619176630282,0.6428534856217529,0.7083046363120734,0.7259540313487681,0.6732956276735969,0.6557812244897959
3,0.6142917755159258,0.6354048721863848,0.6925985528582782,0.6913058783321941,0.6943604748570256,0.6436506122448981
4,0.6131942296504429,0.6335238663520257,0.7242319848236185,0.7253934200474449,0.6627008970991171,0.6420081632653061
5,0.6114100194279807,0.6670512660974334,0.6988813189099231,0.6905475214009049,0.6663792879074956,0.6457044897959184
6,0.6104211354791437,0.650342933225922,0.738824203271639,0.7276528252449305,0.7032001242775896,0.6547983673469387
7,0.6236833325021468,0.6811964859758979,0.7218969176511959,0.6467913980756086,0.6885844528880977,0.6613322448979592
8,0.6144695055243524,0.6338759328517731,0.7215808262421536,0.6935512075643653,0.667299137732677,0.6372995918367346
9,0.6158994583243002,0.6638414325326091,0.7404239880446302,0.702312335261992,0.6968068660715719,0.6582073469387755
