,2,3,4,5,6+,all
0,0.34615867863969124,0.5154236694677872,0.6877320111873887,0.6137771701982228,0.6021833996756597,0.5725714285714286
1,0.34615867863969124,0.5056617647058823,0.6753165522501907,0.6374982911825017,0.6163290579389651,0.5794285714285714
2,0.36098662050560787,0.5008998599439776,0.6566209000762777,0.6209131920710868,0.6231524890658018,0.5794285714285714
3,0.371753615348552,0.5056617647058823,0.6357030256801424,0.6502447026657554,0.6255334414467542,0.5737142857142857
4,0.3532219697789317,0.5056617647058823,0.6438723620645818,0.6691155160628844,0.6180416728094746,0.5782857142857142
5,0.34615867863969124,0.5192822128851541,0.6238723620645817,0.6284456596035544,0.6217593002113126,0.5725714285714286
6,0.34459295322586464,0.5151855742296918,0.666094584286804,0.6332576896787423,0.6468366995921176,0.5805714285714285
7,0.3532219697789317,0.5247093837535013,0.6573989321128909,0.6731537935748463,0.6326492702344095,0.5931428571428572
8,0.3512219697789318,0.5134208683473389,0.6121764556318332,0.6196418318523581,0.588390584303897,0.5691428571428572
9,0.3444549749359876,0.5249474789915967,0.6642054411390795,0.6153356117566644,0.6295016954150082,0.574857142857143
