,2,3,4+,all
0,0.6887893810072987,0.8761147739334014,0.8051410256410257,0.7331339273622653
1,0.6887893810072987,0.8761147739334014,0.8051410256410257,0.7331339273622653
2,0.6980570514047086,0.8348906431259373,0.805915750915751,0.7295308464142812
3,0.6918786044731021,0.8623733969975801,0.8053992673992675,0.7319329003796039
4,0.6908562263693097,0.8484179056237879,0.8187912087912089,0.7369389535241613
5,0.6916741288523436,0.8595822987228218,0.8080776556776558,0.7329341110085154
6,0.6963557943342791,0.815079562393804,0.7755866249135479,0.7286373037857802
7,0.6923429382069058,0.8532247649615335,0.8034360798542118,0.7323202814052675
8,0.6900471075778369,0.8134277509890255,0.7999997651920729,0.7267371837488458
9,0.6920878459147871,0.8488028745201438,0.8030542671139742,0.7316999372212206
10,0.7154556135013763,0.8558196460402343,0.7881046304123227,0.7441432502308403
11,0.6942121884226589,0.8494407628401521,0.8016952092320058,0.7328311474948225
12,0.6836279784305048,0.8537032085561498,0.8155454441391943,0.7303109818405662
13,0.6933980184232623,0.8497686432798441,0.8027606119171742,0.7326372885983411
14,0.6777211998301966,0.8247391905480141,0.792817896389325,0.7187993505694059
15,0.6923528971837246,0.8481000130977222,0.8020977642153176,0.7317147593964121
16,0.6940588968857615,0.8150143964903058,0.8218119198053409,0.7279682640812558
17,0.6924532501073739,0.8461538003561094,0.8032574204264955,0.7314943773190499
18,0.6782759149152692,0.8726002052946142,0.7599400599400601,0.7268718590335487
mean,0.6917070745709474,0.8475457164055045,0.8009775593482621,0.7312510868829709
