,2,3,4,5,6,7,8,9+,all
0,0.3468390546578197,0.5520703286039513,0.6867901955663669,0.760436399959479,0.8190718287085066,0.859238889585685,0.8687370303583487,0.8680100439422473,0.7360555250974659
1,0.40821105789028805,0.5429720483938256,0.6869303693818981,0.7652563767306754,0.8169212910740979,0.8479055701882743,0.8647370303583488,0.8618989328311362,0.7364461500974658
2,0.38905269687146193,0.5429720483938256,0.693480109036598,0.7556744951975742,0.8147707534396893,0.8454433713784022,0.8647370303583488,0.8731230382925299,0.7352742750974659
3,0.3468390546578197,0.5403053817271589,0.6845430045551308,0.7556744951975742,0.8190718287085066,0.8594461864347729,0.866285417455123,0.8552322661644695,0.7344930250974658
4,0.3367824864617166,0.5454110727840696,0.6844913449916542,0.7556744951975742,0.8147707534396893,0.8438093844502976,0.8533084589297774,0.8663433772755805,0.7360540021929824
5,0.34619555401431906,0.5429720483938256,0.6868418551298435,0.7581135195878183,0.8172398892421585,0.8523500146327188,0.8539375913681664,0.8680100439422473,0.7395673428362574
6,0.37552122520045533,0.5403053817271589,0.6889857270141262,0.7580554475785266,0.8139801146035097,0.8491408503699989,0.858285417455123,0.8643063402385437,0.7360532407407407
7,0.384069308167143,0.5445607008760951,0.6871222027609061,0.7580554475785266,0.8169212910740979,0.8638906308792172,0.858285417455123,0.8626396735718769,0.7341024000974659
8,0.3509574587762238,0.5403053817271589,0.6842243520002202,0.7533756446228617,0.8147707534396893,0.8493649400058532,0.858285417455123,0.8680100439422473,0.7348836500974658
9,0.3509574587762238,0.5451834305076467,0.6844913449916542,0.7628173523404316,0.8169212910740979,0.850077344370584,0.870840817174618,0.8735655994978029,0.7360555250974659
