,2,3,4,5,6,7,8,9+,all
0,0.6527981441173101,0.7387191948857768,0.7978924219113265,0.8424685893763353,0.8819623116890067,0.9020997290610637,0.9093530657192744,0.9115007961302724,0.8306285953257554
1,0.6550182213373874,0.7343688702787773,0.8016232661647015,0.840745612418561,0.884040216887678,0.9111176464781601,0.9104427138405452,0.9098847833250117,0.8318567406436376
2,0.6550182213373874,0.7332754799544368,0.80505749312256,0.8399945399497136,0.8836937695111668,0.9080444158465237,0.9144091890819304,0.9184465914426033,0.8329995641414157
3,0.6550182213373874,0.7360789043197895,0.8034366481076681,0.8380118037169344,0.8808767120222957,0.911757001833314,0.9044028170446203,0.9133674066957902,0.8314895747279746
4,0.6550182213373874,0.7355413182985947,0.8037329744027266,0.8394870095841005,0.8844336457234062,0.8959822929672837,0.9082204394654004,0.9094522875063396,0.8302243102164819
5,0.6550182213373874,0.7332324145985796,0.7992812380622756,0.8431770517991328,0.8815936266766367,0.9093006083176227,0.9036022708097778,0.9080220936664958,0.8300687415120873
6,0.6500851698927079,0.7308322703719934,0.8011892785882126,0.8406966612604384,0.8791114424389737,0.9049928532700795,0.9150884834353297,0.913622425614993,0.8295037629302484
7,0.6550182213373874,0.7387191948857768,0.8020102419767559,0.8395647736239127,0.8830743654476011,0.9075828245229512,0.9066249785834934,0.9111450992782633,0.8320194057178767
8,0.651105016430402,0.7311591260463802,0.8040101214034776,0.8337255133881879,0.8811681889375192,0.9020649431270391,0.9030441382543117,0.9121647102723699,0.8287137506459032
9,0.6550182213373874,0.7363160385012716,0.7991514271995193,0.8385785383553737,0.8802726362897306,0.90648407787659,0.9129057241948446,0.9105833555652598,0.8307781411167448
