,2,3,4,5,6,7,8,9+,all
0,0.6525085688277348,0.7387191948857768,0.8003044435976537,0.8423103918227242,0.8829759877716254,0.9065022610955996,0.9121868324654165,0.9144051240700704,0.8321801222219257
1,0.6550182213373874,0.7349945911307874,0.8015681482933639,0.8413401206812836,0.8861148841243811,0.9099970328098073,0.9171618817482908,0.9161514721102785,0.8330902072184385
2,0.6550182213373874,0.7347789235644564,0.8050208093367935,0.8411843012852224,0.8857712820696028,0.9105069347515176,0.9136569116919162,0.9196580118550871,0.834104967578077
3,0.6550182213373874,0.7354818447691037,0.8034946668654406,0.8413394295146487,0.8849557268082631,0.9125901418774734,0.9114142667512972,0.913502161053507,0.8331502209097682
4,0.6550182213373874,0.7345310628267171,0.8041990263170012,0.8418097543003235,0.8880540253695857,0.9024449570100307,0.9152170229645685,0.9131959105048171,0.8321345590608441
5,0.6550182213373874,0.7341796937328429,0.8015025276907621,0.844099670846752,0.8845954257232063,0.9108515769674014,0.9071273637452129,0.9110738064400525,0.8318168486371235
6,0.6489576152767813,0.733490150075847,0.8022598337347719,0.8417026494973282,0.8843832673115155,0.9083048680372541,0.9146211101212696,0.9162859241062291,0.831423325653492
7,0.6550182213373874,0.7387191948857768,0.8029317310150628,0.8403346866685544,0.8870957410111957,0.9116184356835065,0.9137701332341843,0.9142377000856365,0.8336947189844244
8,0.6506361872906696,0.7334946740385649,0.804326627179708,0.8375760651617356,0.8856453484714931,0.9102792709735489,0.9057644827682951,0.9138774774444272,0.8310282032508141
9,0.6550182213373874,0.7366029825471827,0.8006641088550557,0.8388198743602153,0.8837594563469328,0.9102957971469404,0.9140471072075961,0.9140029824709822,0.8322122626260071
