,2,3,4,5,6,7,8,9+,all
0,0.6536019642984983,0.7603051475386307,0.8178330248897778,0.8530161434488932,0.8690766794697584,0.9024232339621948,0.9057265914482393,0.9056720730489367,0.8279004115056801
1,0.6544412297319274,0.7550364164549508,0.8139022287976869,0.8467456492617045,0.8806211274645307,0.8968487598190187,0.9049157171326622,0.9051662311156935,0.8250598976598493
2,0.6572658279484663,0.7480246748428748,0.8187586788440484,0.8479113155771278,0.8775678744711725,0.9012395823305621,0.8978284614446123,0.9068943961765497,0.8258753142749639
3,0.6593667272496463,0.7495525787513074,0.8175184815479465,0.8497915022722052,0.8785055687452207,0.9078952158667184,0.8985544574194844,0.9018718767791182,0.8276174497446552
4,0.661074859483936,0.7551278290408763,0.8192578936289466,0.8503967055503058,0.8759347955868954,0.894291551890895,0.9037269661244014,0.9053226029897207,0.8269162285184726
5,0.655802447069488,0.753041983329765,0.8130605745862691,0.8511651864663288,0.8814074819305251,0.901551346305259,0.8952470448831452,0.8972227133556052,0.8265157287652043
6,0.6551048673697316,0.7425336341696435,0.8132612817296984,0.8466795816965306,0.8702248420438977,0.9038211002636451,0.898391272978334,0.9013669114354876,0.8224578937638523
7,0.6562518634922191,0.7587473343372962,0.812247243351418,0.8441050530903162,0.8833699328068694,0.9065670754692935,0.9039204897934873,0.906010839332802,0.8276117462671566
8,0.6522486893362577,0.752014694196318,0.8138593247484746,0.8385389598763237,0.8800750136084743,0.9025008224433927,0.887603258062154,0.8981092900646159,0.8229435348091829
9,0.6633695839409064,0.7595055414864259,0.8091974682980363,0.8448914563608996,0.8768218411552386,0.9094947504291933,0.9023865141766965,0.9065089135027634,0.8276624412570396
