,2,3,4+,all
0,0.7986369735667139,0.8082276464312222,0.8710026266838142,0.8026429174782281
1,0.767508547187567,0.8733369144317482,0.8863864328190699,0.7984702265441307
2,0.7916567854212112,0.8386042165518361,0.875244430873791,0.8096037432829636
3,0.7975257274405008,0.8353632876260398,0.8452497032048185,0.8010318147970359
4,0.7938492205688956,0.8532242796580747,0.887110613580649,0.8104068836122513
5,0.7840480823299123,0.817161022425605,0.8718888105903776,0.795601704856334
6,0.8031509066227102,0.8543906727970221,0.8331814498845865,0.8105975541916578
7,0.7749734509305252,0.85640972671238,0.8823206761366642,0.8029339431911424
8,0.765562024859417,0.8639367540060026,0.898455468905073,0.8019605592111493
9,0.7986818728317633,0.8660684859079479,0.8492142768132076,0.8141274615278971
