,2,3,4+,all
0,0.8011875215127724,0.7736828292326308,0.8217132946874326,0.7857500242029116
1,0.7869122816454273,0.8403157950610745,0.8473025065500501,0.8017767333535362
2,0.7874523650305214,0.8222957703876546,0.8535745655310875,0.7998879305168126
3,0.7931310327764975,0.8028209063230699,0.823800771297315,0.7921969437992278
4,0.7902927504163795,0.8024161142552291,0.8357962720368735,0.7926964413701849
5,0.770365284941261,0.8096863811224064,0.838245009466237,0.7815426621367151
6,0.7854514827435918,0.8257669672029927,0.8295481533467803,0.7932138958984475
7,0.8044251768872064,0.8007545581237988,0.869028194028194,0.8076898725609454
8,0.7838072194890326,0.8175368634934236,0.8374517653147417,0.7968126550730987
9,0.7989192104864171,0.8010925880662721,0.8367388963161021,0.7962461202139222
