,2,3,4+,all
0,0.7926356415924926,0.7378004629001178,0.7795844227813196,0.7839547970898588
1,0.7624945799445454,0.8334829368249782,0.8069900294368608,0.7838810410103925
2,0.7978453904455732,0.8464169088300595,0.8244419988560816,0.8110204780246567
3,0.7931024286369237,0.7912881682512015,0.8256342515314785,0.7906889480286
4,0.7972680746771708,0.8475329879617111,0.8453185652369315,0.8116605536458771
5,0.7677800325651125,0.8068089037720185,0.7882069586063083,0.7751146270442881
6,0.7907066155071524,0.8423713008094982,0.826827561197177,0.8038119463923825
7,0.7785894984160044,0.811223142473937,0.8747965098905668,0.7991981182936734
8,0.7676035696486231,0.8486267663889737,0.8789659410022903,0.7984464667062948
9,0.7896062895880911,0.8345133468659547,0.817600123817716,0.8030949377034068
