,2,3,4+,all
0,0.5984405873289222,0.6637329994566837,0.7319049006549007,0.6320138408304498
1,0.59692824164991,0.6779255466755467,0.7485967249125143,0.6373010380622837
2,0.5968997552796157,0.6788808005719771,0.7457756132756133,0.636636678200692
3,0.5968066004008177,0.6767075979575979,0.7282473544973544,0.6342560553633217
4,0.5969785990248286,0.6735983807858809,0.7518366437484084,0.6349757785467128
5,0.5940235097608777,0.6707041965970537,0.7272501803751803,0.6313494809688581
6,0.5952463239651674,0.6780323842823842,0.7356420377008612,0.6345882352941177
7,0.5984405873289222,0.6761873662188307,0.7581998556998556,0.638629757785467
8,0.5955059780785236,0.6704041791541793,0.7487301587301587,0.63519723183391
9,0.5984405873289222,0.6695868265721208,0.7400937950937951,0.6348788927335641
