,2,3,4,5,6,7,8,9,10,11+,all
0,0.3470977697696159,0.5450692162589752,0.5787832305053585,0.6271732666138671,,,,,,,0.508265780730897
1,0.3490779677894179,0.5452081051478641,0.5788234719540506,0.63668797249622,,,,,,,0.5102679955703212
2,0.34577218266545096,0.5539202263599854,0.5883459081816059,0.63493797249622,,,,,,,0.5162569213732005
3,0.369678228772454,0.543225781915541,0.575314700024226,0.6311732666138671,,,,,,,0.5155836101882614
4,0.3725192633359766,0.5426595777047585,0.5778967677731857,0.6698729570163439,,,,,,,0.5142569213732004
5,0.34775238068525294,0.5541980041377632,0.565189386741018,0.6136544567643458,,,,,,,0.5095991140642304
6,0.3613451742671507,0.5473419435317026,0.5667432714527976,0.6491807725538196,,,,,,,0.515594684385382
7,0.3470977697696159,0.5539707314104906,0.5806364938005829,0.6488203254373964,,,,,,,0.5169125138427464
8,0.35547881840079476,0.5450692162589753,0.5822920024351831,0.6478726510187919,,,,,,,0.5142569213732004
9,0.3450775677494139,0.5604480041377633,0.5625828704502912,0.6615966412268702,,,,,,,0.5109258028792912
