,2,3,4,5,6,7,8,9,10,11+,all
0,0.3470977697696159,0.5926256541316782,0.6565829197729032,0.7356290769673842,,,,,,,0.5461971207087486
1,0.34742507522743443,0.5948478763539005,0.6452348312417161,0.743905392756858,,,,,,,0.552188261351052
2,0.3500598841628734,0.605643330899355,0.6726691705145558,0.7440377456980345,,,,,,,0.5581705426356589
3,0.3735135596739652,0.5997216137276378,0.6636809465299367,0.7501553927568579,,,,,,,0.5561771871539314
4,0.3846876487427911,0.6060599975660217,0.65993403342429,0.7619200986392108,,,,,,,0.5581749723145071
5,0.3538180398827516,0.6061969088475112,0.6571943073968927,0.7266102671178631,,,,,,,0.5535171650055372
6,0.39027469327720404,0.60819383594986,0.6806661453943561,0.7368602671178631,,,,,,,0.5581705426356589
7,0.3588647156949777,0.6110666910064501,0.6763078446647197,0.7619200986392108,,,,,,,0.5581683277962348
8,0.3629872438844915,0.603974686625289,0.6778459364695744,0.7553937828497372,,,,,,,0.5588327796234773
9,0.3527110583712033,0.6156101679445053,0.6643450609932124,0.7473937828497372,,,,,,,0.5594994462901439
