,2,3,4+,all
0,0.3953170119271814,0.2487002376708259,0.2691208791208791,0.28642105263157897
1,0.36431889516635274,0.2375891265597148,0.28560439560439566,0.2810877192982456
2,0.4259384808537351,0.2250891265597148,0.28560439560439566,0.29171929824561404
3,0.39787821720025107,0.23620023767082593,0.2702197802197802,0.2891228070175439
4,0.3896170747018205,0.25842245989304813,0.2702197802197802,0.28094736842105267
5,0.41258003766478346,0.2250891265597148,0.2845054945054945,0.28912280701754384
6,0.39522912743251726,0.2250891265597148,0.2845054945054945,0.3023508771929825
7,0.3933207784055242,0.259811348781937,0.31527472527472533,0.2890877192982456
8,0.38072818581293155,0.24796494355317886,0.2702197802197802,0.27571929824561403
9,0.39682360326428123,0.23685383244206776,0.2702197802197802,0.2811228070175439
