,2,3,4,5,6,7,8,9,10,11+,all
0,0.9362520885547202,0.9297619047619048,0.9532222222222222,0.96875,0.9942857142857143,0.9763095238095237,1.0,0.8844444444444445,1.0,0.9850922551341496,0.9646440117628872
1,0.9245537547293292,0.9055194805194805,0.9409259259259259,0.9466666666666667,0.97,0.9658888888888889,1.0,0.8933333333333333,1.0,0.9839243422838966,0.9576872293355425
2,0.9378136629452418,0.8992784992784995,0.9459523809523809,0.9541666666666668,0.9624025974025973,0.9658333333333333,0.9866666666666667,0.9133333333333333,1.0,0.9844220560584198,0.9565309368694136
3,0.9329441176903212,0.9115112160566706,0.932068783068783,0.9722222222222223,1.0,0.9777777777777779,1.0,0.8866666666666667,1.0,0.9861912299972001,0.9577186230779013
4,0.9141317587641119,0.914944684944685,0.9409920634920634,0.9444444444444444,0.9698181818181819,0.95625,0.9888888888888889,0.9033333333333333,0.9791666666666667,0.986223079480825,0.9536006537686443
5,0.9305176913729547,0.9029220779220779,0.9330753968253969,0.9833333333333334,0.9866666666666667,0.9604166666666668,1.0,0.8942857142857144,0.9722222222222222,0.9862894617819992,0.9558370148477374
6,0.9172968240760003,0.9124838124838124,0.9285042735042734,0.9597222222222221,0.9596825396825398,0.9627777777777776,0.9960000000000001,0.9083333333333332,1.0,0.9838451249071088,0.95389196170501
7,0.9311933577258655,0.8973888545317117,0.9613333333333334,0.9680555555555556,0.9896969696969696,0.9494886363636365,0.9904761904761905,0.9133333333333333,1.0,0.9850291631804236,0.9575519454151493
8,0.9432100639298783,0.9179653679653679,0.9349999999999999,0.960654761904762,0.9736263736263737,0.9622222222222222,1.0,0.8833333333333334,1.0,0.9845894938578953,0.9611244311591296
9,0.9344772789555831,0.9103174603174603,0.9177417027417027,0.991875,0.976909090909091,0.9787878787878789,1.0,0.9093333333333333,1.0,0.9833625672887065,0.9558992552459508
