,2,3,4+,all
0,0.8685501010010024,0.8985335497835498,0.9782350627919539,0.937256590644445
1,0.8588595416251259,0.965829192546584,0.9772631352520795,0.9435109320456633
2,0.8886864639633266,0.9271464566029783,0.9708482702609282,0.9441027764241289
3,0.8465709855382334,0.9547788704853921,0.9813534987830593,0.9458490801365711
4,0.8480851157290982,0.9483605748696785,0.9688496811151939,0.9323624202670235
5,0.8427374834108752,0.9579922854922852,0.9799989043770637,0.9443943011204932
6,0.8362081945997879,0.9468811743811741,0.9763808536441655,0.9438835109749262
7,0.8760266390529547,0.9235774873274872,0.9757901416264879,0.9420888729104527
8,0.870180046245174,0.9311320546737214,0.9752688463463185,0.9436818753413526
9,0.8637828432864317,0.9658300814018517,0.9753673179768076,0.9471001079190007
