,2,3,4+,all
0,0.8001859835041097,0.8956501523168191,0.9655016014269575,0.9079975888867283
1,0.7674687154216413,0.924583381679561,0.9629066089257744,0.8921748641476552
2,0.7669668998573987,0.826593258398265,0.943792306705863,0.8890119369754871
3,0.7358723835686983,0.9228865799756776,0.9656614478160612,0.890659994860021
4,0.7179216211986581,0.9159677551473134,0.9560510475168327,0.8712852512998251
5,0.7669520091776102,0.9294443268171623,0.9569836527768907,0.9007190027459127
6,0.6981985849714387,0.739247055954307,0.9491857841505322,0.8604958620067796
7,0.8073179713251484,0.8520737884049572,0.9560259836114906,0.8949596770683572
8,0.7958410386286544,0.8250081752462706,0.972905956229672,0.8997336460629939
9,0.7596639907584882,0.9172612344239137,0.9518238547209974,0.8945566655310406
