,2,3,4+,all
0,0.6322966507177034,0.8904761904761905,0.9465077961326859,0.9048170159524555
1,0.6791866028708134,0.900865800865801,0.9483095979344875,0.9033677405901365
2,0.6141148325358852,0.8571428571428571,0.9387408058414237,0.897622771348139
3,0.6141148325358852,0.85007215007215,0.9502423820384985,0.9062454384318632
4,0.595933014354067,0.9071428571428571,0.9463588868928674,0.8932957981440934
5,0.6232057416267943,0.8317460317460318,0.9484405802366969,0.9019184652278177
6,0.5247208931419458,0.8246753246753247,0.9484308730557627,0.8889792513815035
7,0.5777511961722488,0.8437229437229437,0.9465912327562813,0.9004796163069544
8,0.6050239234449761,0.8285714285714285,0.9482722566350104,0.907694713794182
9,0.6003987240829346,0.888961038961039,0.9389918223545761,0.9019184652278177
