,2,3,4+,all
0,0.6685167740339654,0.8465590981277256,0.8327655677655678,0.7158460203139427
1,0.6843019242778888,0.8222270086485771,0.7834742180896026,0.7124983379501385
2,0.6467571511337994,0.8105303737656678,0.8142692106428371,0.697487380732533
3,0.6775409142065613,0.7900774080676042,0.7907184482184483,0.709601132656202
4,0.6993075346382768,0.8288431584755113,0.8165926883573942,0.7300199138196368
5,0.7107875256132371,0.8500114591291063,0.7963872921949845,0.7318263835026162
6,0.669180211056349,0.8510347036541889,0.8383824786324785,0.7160786426592798
7,0.6610969802707459,0.8208701803370921,0.8187873931623931,0.7037714250538627
8,0.6853608767480113,0.7953510949834479,0.8215018315018316,0.7088662111418897
9,0.6502260661758704,0.8557496200694731,0.7866358641358642,0.7048219390581717
