,2,3,4+,all
0,0.7341465297017912,0.8693159187043251,0.8597208023205447,0.7673020436668511
1,0.753008347350566,0.8374968105511365,0.8054431344564892,0.7614337858548732
2,0.7079538581431183,0.8068530676299439,0.8950568500535647,0.747888639634739
3,0.7589983051147053,0.7861549866292064,0.8205374689427108,0.7544315395154326
4,0.7981029998328868,0.8558315430148131,0.8687116675895895,0.8029178441955296
5,0.7861549875132974,0.8652494937410836,0.8396358476196399,0.7861090647153238
6,0.7341410019903846,0.829036331315743,0.8852266459710506,0.7625902139430508
7,0.7232393731381943,0.8307546077646697,0.8726436198851607,0.7526009884970362
8,0.7565629809077143,0.7853510238063528,0.869104618882106,0.7600883127594431
9,0.7372338164678084,0.8767497453526867,0.8307910489460262,0.7687136550281712
