,2,3,4+,all
0,0.6877703275739595,0.8730622708808984,0.8157220695970695,0.7320119513696521
1,0.7033532974403645,0.8381116722783389,0.7923170155636219,0.730639812249923
2,0.6714214647335833,0.8163879693291458,0.8212441130298274,0.7137355832563865
3,0.699926071183006,0.8145160757905856,0.779145854145854,0.7302073314866113
4,0.7092671331655516,0.8569368050250403,0.8074986533074767,0.7473005016928285
5,0.7145085737546271,0.8556970970206264,0.788326852634545,0.7430254570637118
6,0.688254128694223,0.8532062351455734,0.8221029838217339,0.7338724653739611
7,0.6790121010188807,0.8309327082458211,0.8128746947496948,0.7210234318251769
8,0.6930855418209397,0.8141583906289787,0.8124145299145299,0.7256789996922131
9,0.6774391244880192,0.870486963336228,0.7697244422244423,0.726440889504463
