,CN,CE,VVAA,VEAA,EVAA,EEAA,JC,RWR-0.15,WK2,WK3
0,-0.18137526790197675,2.1839728958654807,0.32284127359993536,2.423007516058594,5.711936767444791,1.9663930481387677,0.5789497423209233,1.748398914869109,-0.5100066392943214,1.5456909322320644
1,0.12718619388373123,2.471919619748071,1.1758541130484337,1.8978870525351261,6.318172210595689,0.7660926468345848,0.7292801162000684,2.363978684269474,-0.35368806972942296,1.48914801903156
2,0.13168551920390287,1.7241226911294025,1.1919796568224819,0.662048605776505,5.97220962173642,1.7224117870310227,0.3032525627657353,1.8054426725768753,-1.8248670722444973,1.4236587765427235
3,-0.06660186529480609,1.9075049826272203,0.7773679397211681,2.4331085249684667,5.247496538461414,1.9489453059618989,0.3641757489912749,2.261780543546331,-0.9396393144692825,1.2492583688121677
4,-0.3906423990070741,2.1091657152924412,0.42089055688445837,1.9698925902049087,6.060004944602272,1.9166149128693468,0.02686175020319793,1.6208228712412993,-2.1434120245583173,1.3515855310564224
5,-0.294013037578993,2.1895690873933984,1.603024399775658,2.054336172367738,6.09711624050956,1.2213113362342243,0.43271302030235115,2.102532148408778,-1.7664225215864318,0.7782917995555343
6,0.42426995336420814,1.4240638021118397,0.2244048323870242,1.38206084799074,4.410385362050165,1.2935121011731736,0.9744878258914692,1.8979701476318567,-1.0564528475379746,0.6550517834216374
7,-0.0370708067020862,2.615977915488411,0.9644429832829475,2.077485822410727,6.037526687502323,2.8146062087676844,0.2459654492354419,2.1614237304524444,-1.3257822712232832,0.9384564301501881
8,-0.0518540706918149,2.021890686448611,1.4565188929375694,1.5050483519476592,5.7303573221493656,2.1442878338416302,0.38297357106808316,1.9231665207687185,-0.3432256368054305,1.032700605175258
9,0.05061296217764373,2.0960277536453407,0.9316095734295938,1.439106111940828,5.432306695315804,1.8464688823484572,0.6601127494265508,2.601376930836319,-0.5771033110279626,0.9590045093958505
