,2,3,4+,all
0,0.7880486605366989,0.7759179092512426,0.6845444665485566,0.7147791111468986
1,0.7497732685271385,0.8189099789099789,0.6889905421399106,0.7133040713530819
2,0.7902622062538072,0.7117604617604618,0.6950240027060776,0.716300035001578
3,0.7649987327999794,0.6814673792743967,0.6768483492909653,0.6841074827507947
4,0.7909386104815467,0.7573051948051948,0.6962571948118914,0.7165241543012888
5,0.7655773792770697,0.7308302808302808,0.6822839792098988,0.6933740671169528
6,0.7420574162679426,0.7099213749213749,0.7121068715781124,0.7230814812321716
7,0.7408881813811581,0.753536741036741,0.6867011447013369,0.7018831845350444
8,0.7804917038585769,0.7492741265468538,0.7198097519544794,0.7375622875514714
9,0.7914877535761298,0.6909290180718752,0.7235188582252874,0.7273885473362345
