,CN,CE,VVAA,VEAA,EVAA,EEAA,JC,RWR-0.15,WK2,WK3
0,-4.3805348059089795,-0.2505218119729598,-1.2322875059587275,3.561341725886791,3.251149457239525,2.0360013855701014,1.2785628615361857,-0.7993105988333712,-3.6049504402085963,8.688223932030716
1,-3.7786083312657546,0.6053022161913565,-1.5759500882005573,3.5957770823364235,3.370479899744056,0.9169360667966526,0.8010588869843029,-0.7616234883448194,-4.299082143426325,8.159210493877376
2,-4.861743548701672,-0.23858514613604836,-0.7863319207701298,3.589954598418965,3.3828022194018614,1.278680024011267,0.49650496934664384,-0.661668521167654,-3.8551239964391746,8.734833859407694
3,-3.980764676896821,-0.3230901266411958,-1.6234446018679676,3.5146312541048914,3.9795570756924916,0.8444762143470748,0.6417531163696922,-0.6889561299234451,-3.125884454867741,8.490794724648273
4,-4.026921566231648,-0.7089696935233556,-0.9753134006569045,3.1659284774022707,3.0700810071203635,1.3887273033518952,0.47797687947231865,-0.2329701562074344,-2.9967874593481842,7.73582300193655
5,-3.5238387034523355,-1.3620992387140811,-0.4895982360829306,2.724009033329878,3.097929517681311,2.4283567804268893,0.832650949949923,-0.1274844011879499,-4.601300871561784,8.458196314588209
6,-2.993443371873316,-0.9485054193910282,-1.3078827985624046,2.929881613049465,2.80818573961386,2.2366937728763476,1.39079649739915,0.17121411896870437,-2.828069977921257,6.6988231304290355
7,-3.8190204370998826,-0.43247439996400716,-1.2540245857448062,3.5463206172570083,2.9460651229211976,1.9540976914604564,0.5593291092860259,-0.15041879252336496,-4.963658819914999,8.989308766747628
8,-3.506276496555099,-0.3984652133897077,-1.1786285611746856,3.023747275184533,3.4694767613605833,1.2274657030677454,1.5522049593381166,-0.5642237105532998,-3.110982326775818,7.701111016535188
9,-3.700483408754638,-0.4544343255834386,-1.0950864155335256,3.2794732177100925,2.8444511894593107,1.6959716847011943,0.5463221353673984,-0.5270251751585776,-3.971592996047589,7.753034554171127
