50	 8	 1498089600
2967	 8	 1496448000
2388	 8	 1493510400
229	 8	 1485648000
5524	 8	 1484784000
3045	 8	 1471910400
4920	 8	 1470355200
2313	 8	 1468454400
867	 8	 1461801600
513	 8	 1458864000
3621	 8	 1452470400
1539	 8	 1444867200
3846	 8	 1444521600
1845	 8	 1442275200
853	 8	 1442102400
1782	 8	 1435968000
3468	 8	 1432684800
236	 8	 1430006400
110	 8	 1428451200
1307	 8	 1427068800
390	 8	 1421366400
3982	 8	 1421107200
152	 8	 1418169600
4625	 8	 1418083200
4705	 8	 1415232000
5238	 8	 1414022400
2058	 8	 1410566400
2371	 8	 1408838400
1096	 8	 1399680000
4463	 8	 1387584000
1428	 8	 1387497600
3022	 8	 1380067200
4333	 8	 1378771200
1548	 8	 1369872000
3737	 8	 1366156800
3752	 8	 1364169600
2693	 8	 1363564800
2106	 8	 1363305600
1795	 8	 1362873600
2512	 8	 1359849600
547	 8	 1359331200
5200	 8	 1355961600
570	 8	 1298246400
438	 8	 1266883200
3824	 8	 1251158400
4943	 8	 1237248000
3388	 8	 1236988800
2674	 8	 1233446400
842	 8	 1223337600
4329	 8	 1202947200
2683	 8	 1200096000
2034	 8	 1186272000
4797	 8	 1186012800
5113	 8	 1175126400
3182	 8	 1140566400
3271	 8	 1119916800
5048	 8	 1110585600
1765	 8	 1109808000
2671	 8	 1099353600
3359	 8	 1098403200
5040	 8	 1092441600
999	 8	 1091404800
1460	 8	 1090368000
1419	 8	 1089504000
303	 8	 1089072000
3137	 8	 1069286400
4593	 8	 1067990400
4352	 8	 1067904000
3767	 8	 1050537600
12	 8	 1050019200
4976	 8	 1039651200
3655	 8	 1023926400
761	 8	 1019347200
1394	 8	 1014854400
3347	 8	 1013990400
185	 8	 999216000
2489	 8	 997142400
3817	 8	 996364800
4143	 8	 991612800
893	 8	 982368000
4295	 8	 967766400
2894	 8	 967161600
4537	 8	 962668800
3018	 8	 954460800
4104	 8	 950486400
279	 2	 993427200
2788	 2	 919382400
4371	 2	 1198281600
200	 2	 1184112000
3172	 2	 1179100800
131	 2	 1152662400
999	 2	 1149811200
212	 2	 1149638400
3644	 2	 1394064000
54	 2	 1369526400
1923	 2	 1299888000
3549	 2	 1269043200
2136	 2	 1256515200
1662	 2	 1378166400
1923	 2	 1309564800
3883	 2	 1030147200
5604	 2	 1436659200
4021	 2	 1429401600
2748	 2	 1413244800
4717	 2	 1405468800
1186	 2	 1389484800
4717	 2	 1426982400
1768	 2	 1423094400
1923	 2	 1302739200
3783	 2	 1278460800
1923	 2	 1302825600
2758	 2	 1386720000
2748	 2	 1373846400
655	 2	 1369440000
2554	 2	 1368057600
5388	 2	 1359158400
4945	 1	 958608000
1885	 6	 1148256000
3584	 2	 1327190400
1927	 2	 1170460800
2755	 2	 1038096000
3584	 2	 1327190400
1927	 2	 1170460800
2755	 2	 1038096000
186	 2	 1088640000
999	 2	 1015545600
4485	 2	 992563200
4770	 2	 1411948800
5119	 2	 1364515200
2574	 2	 1352937600
624	 2	 1162166400
692	 2	 1157241600
4028	 2	 1064620800
5251	 2	 943142400
5068	 2	 935539200
913	 2	 1100476800
4781	 2	 1051315200
1212	 2	 971740800
4028	 2	 1117843200
5326	 2	 1029888000
628	 2	 967075200
5600	 2	 951264000
5251	 2	 944352000
3629	 2	 1377043200
3005	 2	 1354492800
5433	 2	 1289520000
4841	 2	 1229731200
3712	 2	 1219968000
1363	 2	 1168905600
2637	 2	 1128038400
1095	 2	 1100476800
5497	 2	 1011484800
1133	 2	 996710400
898	 2	 973209600
2649	 2	 966729600
3395	 2	 1280880000
2120	 2	 1195603200
4028	 2	 1116028800
2649	 2	 960508800
1212	 2	 991440000
4439	 2	 980208000
2649	 2	 967334400
5251	 2	 951177600
5600	 2	 939772800
5251	 2	 943142400
1991	 2	 1380240000
3428	 2	 1290470400
4929	 2	 1266019200
4072	 2	 1182816000
5018	 2	 1169596800
2621	 2	 1121990400
2539	 2	 1090972800
47	 2	 1055030400
1263	 2	 1011916800
475	 2	 1412294400
1991	 2	 1370995200
4741	 2	 1266192000
5050	 2	 1026691200
893	 2	 1023753600
3116	 2	 982195200
3276	 2	 900979200
628	 2	 900633600
3028	 2	 1126569600
3309	 2	 1001116800
2114	 1	 1400457600
3744	 1	 1380240000
2136	 1	 1124928000
1380	 2	 1119830400
639	 2	 1087171200
1212	 2	 992390400
893	 2	 985824000
4010	 2	 1400803200
3898	 2	 1398470400
340	 2	 1383436800
613	 2	 1382400000
2545	 2	 1355616000
5018	 2	 1349222400
1241	 2	 1289952000
4320	 2	 1268006400
4028	 2	 1235174400
4147	 2	 1220659200
5186	 2	 1207612800
2452	 2	 1172361600
477	 2	 1137024000
796	 8	 1077148800
3569	 8	 1019433600
318	 2	 1024704000
2828	 2	 1476748800
1253	 2	 1473638400
1724	 2	 1465257600
1481	 2	 1463616000
4820	 2	 1463616000
2956	 2	 1462320000
2714	 2	 1459814400
3797	 2	 1457654400
3438	 2	 1455926400
3687	 2	 1447372800
5315	 2	 1433203200
420	 2	 1431907200
3670	 2	 1429833600
4191	 2	 1429488000
55	 2	 1428105600
416	 2	 1427155200
1659	 2	 1425340800
5328	 2	 1425340800
2896	 2	 1424390400
3332	 2	 1422835200
1896	 2	 1418342400
4050	 2	 1417478400
4896	 2	 1416268800
1188	 2	 1416096000
4592	 2	 1415059200
4580	 2	 1412985600
1123	 2	 1410307200
643	 2	 1409961600
3505	 2	 1409270400
109	 2	 1408665600
4512	 2	 1408579200
5136	 2	 1408233600
1991	 2	 1393718400
634	 2	 1393113600
5098	 2	 1393027200
5130	 2	 1390003200
878	 2	 1389052800
3383	 2	 1386028800
2478	 2	 1382659200
557	 2	 1375056000
432	 2	 1374796800
5423	 2	 1374192000
5157	 2	 1370044800
3832	 2	 1369440000
4923	 2	 1366761600
4498	 2	 1365638400
2971	 2	 1365552000
5189	 2	 1364947200
2034	 2	 1361491200
2342	 2	 1355702400
4809	 2	 1352160000
2557	 2	 1327104000
130	 2	 1321833600
1549	 2	 1320192000
5287	 2	 1309305600
4117	 2	 1305936000
1126	 2	 1284249600
